,Unnamed: 0,tweet_id,label,text,n2v,bert_embeddings
61,61,638050997340893184,0,in celebrity death hoax news james earl jones is not dead ,"[ 0.00839828 -0.00457587 -0.00096946  0.00095631 -0.00012354  0.00109955
  0.00641783  0.00022884 -0.00335439 -0.00173735  0.00622756  0.00143935
 -0.00069381  0.00968852 -0.004996   -0.00082708  0.00951649  0.00707366
  0.00157759 -0.00947052  0.0011892  -0.0022928   0.0098859   0.00106884
  0.0015603   0.00255469 -0.00193948 -0.00510055  0.00018739 -0.00200622
  0.00694664  0.00923319 -0.00073335  0.00301923 -0.00633209  0.00187634
 -0.00708991 -0.00902317 -0.00612942 -0.00932178  0.00750783 -0.00606815
  0.00858632 -0.00744951  0.00363944  0.00988564 -0.0079876  -0.01028932
 -0.00450166 -0.00275511 -0.00020728 -0.00923416 -0.00893219  0.00287178
 -0.00857469 -0.00944505 -0.00232331 -0.00889044 -0.00730122 -0.00869897
 -0.00034492 -0.00476625  0.00697402  0.00156852 -0.00356636  0.00647711
 -0.00618156 -0.00472962 -0.00748521 -0.00436732 -0.00185273  0.00682647
 -0.00275738  0.00528004  0.00719902 -0.00765436  0.00473548  0.00631564
 -0.00310897  0.00684212  0.0062201  -0.00667238 -0.00702244  0.00266617
 -0.00162921 -0.00624574  0.00986426 -0.00537959 -0.00673284 -0.00013723
 -0.00272331  0.00051273 -0.0035906  -0.00048853 -0.00072727  0.00084147
  0.00868564 -0.00594621 -0.00176011  0.00568487]","tf.Tensor(
[[-0.07630988  0.08421689 -0.30275172 ... -0.3863272   0.40435207
   0.3726719 ]
 [-0.24505244  0.23691003 -0.8310535  ... -0.06609286  0.9539144
   0.28674918]
 [ 0.42983657 -0.15061656  0.10576738 ... -0.03838475  0.6336788
  -0.22154294]
 ...
 [ 0.42558742  0.00669863  0.25385618 ...  0.04805924  0.46702912
  -0.08196285]
 [ 0.24981955  0.10933562  0.08686061 ...  0.11636861  0.22812702
  -0.09416148]
 [ 0.31914103 -0.04015724  0.30544615 ...  0.003677    0.22423765
  -0.02664854]], shape=(34, 768), dtype=float32)"
62,62,544324444773433348,1,uber says it has hiked prices in sydney to encourage more drivers to come online pick up passengers sydneysiege,"[ 6.2458595e-05  3.0998499e-03 -6.7795520e-03 -1.3518617e-03
  7.6995180e-03  7.3345080e-03 -3.6419022e-03  2.6750355e-03
 -8.3527016e-03  6.1950949e-03 -4.6451818e-03 -3.1910429e-03
  9.3253208e-03  8.9345587e-04  7.5163175e-03 -6.1237705e-03
  5.1546721e-03  9.9273231e-03 -8.4850155e-03 -5.1601604e-03
 -7.0587047e-03 -4.8598228e-03 -3.7633996e-03 -8.5311020e-03
  7.9271588e-03 -4.8538013e-03  8.4410273e-03  5.2944226e-03
 -6.5818094e-03  3.9212294e-03  5.4888292e-03 -7.4542034e-03
 -7.4127582e-03 -2.4854878e-03 -8.6340029e-03 -1.5717912e-03
 -3.8467618e-04  3.2950356e-03  1.4333798e-03 -8.6411211e-04
 -5.5580428e-03  1.6964372e-03 -9.3865703e-04  6.8273833e-03
  4.0070293e-03  4.5662131e-03  1.4157644e-03 -2.7197138e-03
 -4.3688104e-03 -1.0293546e-03  1.4539544e-03 -2.6679435e-03
 -7.0718806e-03 -7.8628371e-03 -9.1212643e-03 -5.9347129e-03
 -1.8613316e-03 -4.3062908e-03 -6.4707152e-03 -3.7262870e-03
  4.2772577e-03 -3.7457075e-03  8.3959335e-03  1.5201253e-03
 -7.2693769e-03  9.4479974e-03  7.6339608e-03  5.5259219e-03
 -6.8700435e-03  5.8586560e-03  4.0142778e-03  5.2039339e-03
  4.2580394e-03  1.9254375e-03 -3.1111285e-03  8.3751138e-03
  9.6219378e-03  3.7906682e-03 -2.8598434e-03  2.0697050e-06
  1.1660791e-03 -8.4740417e-03 -8.2608843e-03 -2.0105322e-04
  1.1979125e-03 -5.7472773e-03 -4.7164513e-03 -7.3864455e-03
  8.3466498e-03  1.4988214e-04 -4.5197220e-03  5.6858235e-03
  9.1997311e-03 -4.1033723e-03  7.9923160e-03  5.4184650e-03
  5.9085707e-03  5.2504818e-04  8.2324930e-03 -7.0283879e-03]","tf.Tensor(
[[-8.6925179e-04 -3.5291809e-01  1.0319610e-01 ... -5.7928669e-01
   2.1070221e-01  8.0644810e-01]
 [ 9.6070600e-01 -4.2027947e-01  4.1736659e-02 ... -1.5691584e-01
   8.5491699e-01  3.8648760e-01]
 [ 8.5576035e-02 -3.1444401e-01  4.2096771e-02 ... -1.7063934e-01
  -9.0673164e-02  1.6540161e-01]
 ...
 [ 2.1924654e-01 -5.0556958e-01  3.5820860e-01 ... -1.2916651e-01
  -1.0643580e-01  1.3550536e-01]
 [ 1.3871977e-01 -4.9277481e-01  4.0054613e-01 ... -1.0896465e-01
  -1.0852552e-01  7.0084229e-02]
 [-7.0160106e-02 -5.1027727e-01  2.7264991e-01 ... -3.8749412e-02
  -1.4916667e-01  6.7867428e-02]], shape=(34, 768), dtype=float32)"
63,63,673079581520318464,0,do these look like the faces of a homeless couple caught living in a walmart attic for 2 years ,"[ 8.80432408e-03 -5.40036010e-04 -1.02002518e-02  5.18906303e-03
 -6.37826789e-03  6.96739834e-03  5.90887386e-03 -5.15856082e-03
  2.73062033e-03  5.79478266e-03 -3.98622965e-03 -1.93608960e-03
  9.89885163e-03  9.98482481e-03 -1.02529963e-02  7.93818943e-03
  1.07252160e-02 -3.12489644e-03  2.54739169e-03 -3.23459972e-03
  9.19545535e-03 -2.98129627e-04  6.07267022e-03  9.44484770e-03
  4.53504547e-03 -7.67564308e-03 -2.24949000e-03  1.33241026e-03
  1.94984314e-03  3.28099122e-03  1.04861371e-02  4.74561658e-03
  1.07120406e-02 -9.50790849e-03 -6.29847730e-03  2.22594664e-03
  3.86355678e-03 -1.00832665e-03 -7.58635299e-03 -3.53872706e-03
 -9.20469034e-03  9.86150280e-03  3.97182396e-03 -8.43846984e-03
  3.44086997e-03  4.47144313e-03 -6.26827125e-03 -6.42103981e-03
  1.32394175e-03  9.57436580e-03 -1.01102395e-02 -8.87565839e-05
 -7.42691709e-03 -1.13105273e-03  3.12958821e-03 -5.54140611e-03
 -2.83063459e-03  4.63270932e-04 -7.24067958e-03  7.73020461e-03
  4.49608406e-03 -9.21227504e-03 -1.86870922e-03  3.45018646e-03
 -9.30527505e-03 -7.35978456e-03 -9.16734617e-03 -5.82512328e-03
  8.93145334e-03  7.68263265e-03  3.09624383e-03 -8.88422411e-03
  6.19092630e-03  4.92561143e-03  1.80195450e-04 -9.60220769e-03
 -2.06430326e-03  1.00749821e-04 -8.48920085e-03  2.60966248e-03
  1.40071003e-04 -7.59138493e-03 -8.77496414e-03  6.89133490e-03
 -9.11936723e-03 -6.19932683e-03  6.16674917e-03 -4.05110593e-04
 -3.14467284e-03 -5.26081817e-03 -1.10498525e-03  5.80458064e-03
 -6.04242599e-03 -5.39590325e-03 -4.90758102e-03 -4.89914324e-03
 -8.42042547e-03 -1.03044845e-02  8.00473709e-03  8.62350687e-03]","tf.Tensor(
[[ 0.19533196  0.17527519  0.04108214 ... -0.51987773  0.4115889
  -0.09697484]
 [ 0.5697146   0.3186758  -0.3947994  ...  0.2634586   1.188853
  -0.13469563]
 [ 0.22516686  0.74878335  0.38545373 ... -0.70032364  0.35627764
  -0.41716906]
 ...
 [ 0.19091648 -0.1164535  -0.09822395 ... -0.16683355  0.31509626
  -0.55368054]
 [ 0.5237236  -0.00565834  0.17031232 ... -0.37362516  0.12727109
  -0.15878159]
 [ 0.48456374  0.01745808  0.23625475 ... -0.39077565  0.1835762
  -0.15034422]], shape=(34, 768), dtype=float32)"
64,64,673984270902427650,0,donald trump and adolf hitler two sides of the same coin racism fascism ,"[-2.0906136e-04  4.3200832e-03  2.0817223e-03  1.0096365e-02
  6.1902503e-04 -5.4880963e-03 -1.0895727e-03  2.1774976e-03
 -3.4744465e-03 -7.9165008e-03 -5.6781317e-03 -6.8085981e-03
  6.4384672e-03  3.9865794e-03  8.2424907e-03  6.4832596e-03
 -6.0932492e-03  2.7431094e-03  8.4897187e-03  1.4557746e-03
  3.1554310e-03  5.7838052e-03 -8.9001330e-03  9.1532841e-03
  6.8095834e-03  8.5212346e-03 -8.3315447e-03  6.1200610e-03
  6.6401060e-03 -1.4108144e-03 -6.2913452e-03  5.3722756e-03
 -6.8576029e-03 -5.4025706e-03  3.4910913e-03  8.2469601e-03
  8.7130936e-03 -4.4187303e-03 -9.2482697e-03  9.5912330e-03
  6.3976110e-03 -4.0362123e-03 -8.4875720e-03 -4.6399557e-03
 -3.9286409e-03 -3.3291134e-03  6.8511895e-04 -4.0978668e-04
 -3.0592196e-03 -6.0472898e-03  9.4535938e-03 -4.7951611e-03
 -7.3137656e-03  7.6951752e-03  2.5721795e-03  8.6476877e-03
 -4.4561643e-03 -6.8864985e-03  9.1174478e-04 -1.2435485e-03
 -9.4269337e-03 -1.6311744e-03  3.1270825e-03  6.5819207e-03
  6.8024178e-03  3.3030242e-03 -4.4146832e-03 -1.7684458e-03
 -4.0467270e-03  5.8481949e-03 -6.4367354e-03  2.2028976e-03
 -1.3363301e-03 -5.8987425e-03 -7.0773805e-03  5.8605992e-03
 -8.3506526e-03 -6.1884988e-04  2.8277067e-03  7.7560623e-03
 -7.3881522e-03  3.2656442e-03  9.8282387e-03 -6.8723895e-03
 -3.5458768e-03  5.1143630e-03  5.3832717e-03  1.6656789e-03
  8.0406042e-03  8.1901485e-04  1.9054498e-03 -1.5489644e-03
 -8.1716981e-03  3.2730370e-03  2.0159467e-03 -8.7904474e-03
 -6.3947361e-04  1.3761285e-04  4.8262500e-05  8.8379141e-03]","tf.Tensor(
[[-0.48283195  0.1502084  -0.7354522  ... -0.7912529   0.8450117
   0.17070204]
 [ 0.01379688 -0.20792189 -0.14926317 ... -0.19086397  0.28815883
  -0.15261066]
 [ 0.96224636 -0.21082577  0.5130473  ... -1.0152338   0.33119845
   0.31317875]
 ...
 [ 0.1566762  -0.06834336  0.01408876 ... -0.18423714  0.3252579
   0.12526777]
 [ 0.09177323 -0.20852877 -0.04577367 ... -0.22473356  0.37655964
   0.20328608]
 [ 0.11332096 -0.20046239 -0.03418888 ... -0.23713258  0.37883103
   0.1720322 ]], shape=(34, 768), dtype=float32)"
65,65,524975705206304769,1,nhl cancels tonights game between ottawa and toronto due to todays shootings senators were to host maple leafs,"[ 7.95911252e-03 -6.21818565e-03  2.85810581e-03 -5.72292833e-03
 -3.28647997e-03  1.73674698e-03 -5.76573238e-03 -7.31556490e-03
  2.48319027e-03 -5.14287595e-03  1.11719477e-03  9.53558926e-03
  1.96223892e-03 -7.88356701e-04  2.41612690e-03  1.47368119e-03
 -1.00899534e-02  6.66904147e-04  8.85449164e-03  1.12713464e-02
  1.85644440e-03  1.40456168e-03  4.23283782e-04 -1.03273550e-02
 -4.80416138e-03 -3.20522767e-03  5.46775525e-03  4.99232393e-03
 -1.65363855e-03  4.31778468e-03  1.24959890e-02  2.05874140e-03
 -4.91077919e-03 -4.54669725e-03  1.12731867e-02 -6.51870668e-03
 -1.21085746e-02 -2.88344175e-03 -8.23175535e-03 -3.51185491e-03
 -2.54392507e-03 -3.58982780e-03  2.23503332e-03  1.21374884e-04
  7.54310004e-03  2.65887589e-03  5.66080865e-03 -8.10842216e-03
  8.32546316e-03 -6.02330919e-03  1.11735547e-02  4.56462288e-03
 -7.53599685e-03 -1.13317072e-02  6.04014518e-03  7.39793386e-03
 -5.45958383e-03  1.04381638e-02 -4.08367207e-03 -1.35842608e-02
 -9.44563188e-03  5.78201888e-03  9.69933171e-04 -1.83176179e-03
 -6.13426697e-03  7.56852841e-03 -3.05939140e-03 -9.77495499e-03
 -1.37617113e-03 -2.79283710e-03 -7.38941319e-03 -7.77616724e-03
  7.01403664e-03  9.49263014e-03 -5.79241943e-03  1.52372246e-04
  1.14726531e-03 -9.93539765e-03 -7.64526427e-03  1.33868242e-02
 -9.76148341e-03 -1.71417068e-03 -1.50236646e-02  5.05109131e-03
  5.57076652e-04 -7.70440837e-03 -5.62750595e-03  2.98320851e-03
  1.22279618e-02  5.17618051e-03  7.65695702e-04  4.17007552e-03
  2.49520922e-03 -6.64799954e-05 -1.28429746e-02 -7.10141729e-04
  7.34270504e-03  1.33439628e-02 -4.36468795e-03 -1.40318954e-02]","tf.Tensor(
[[-0.74481654 -0.47791743 -0.27829465 ... -0.50706786  0.5281866
   0.38317195]
 [-0.22724803 -0.23026735 -0.50335693 ... -0.24959508  0.2117025
   0.4371634 ]
 [-0.57433283 -0.18035842 -0.68665135 ... -0.24441358  0.6729973
  -0.39824677]
 ...
 [-0.5445287  -0.39250657  0.0205764  ... -0.1773004   0.10324606
   0.2705794 ]
 [-0.5455972  -0.36794853  0.10599743 ... -0.09994253  0.09195742
   0.26072726]
 [-0.39312178 -0.50350136 -0.18472213 ... -0.25757128  0.13345808
   0.03605666]], shape=(34, 768), dtype=float32)"
66,66,618805892222468096,0,jay z and beyoncé want to buy rights to the confederate flag ,"[-4.3454510e-03 -9.4124777e-03 -1.8647256e-03 -3.6781447e-03
  9.0899318e-03  2.9516052e-03 -6.0115624e-03 -3.2605438e-03
 -1.0152056e-02  1.9821876e-03 -3.9205444e-03 -2.8514783e-03
  5.3857076e-03  7.8313090e-03  4.4621495e-03 -6.9199684e-03
  6.9105178e-03 -9.8453648e-03 -7.1499599e-03 -8.2493359e-03
 -2.2276097e-03  4.4678198e-04 -3.8248401e-03  1.7826108e-03
  9.3045607e-03  6.7547197e-03 -1.0195207e-03  9.1795661e-03
  1.4970858e-03 -1.9493944e-03 -6.5002865e-03  6.4666155e-03
 -9.0817772e-03 -2.1004304e-03  7.6795495e-03 -2.5571387e-03
  1.5911513e-03 -7.4905739e-03  4.9847295e-03  7.2908518e-03
 -9.4749462e-03 -3.3486651e-03  8.0205919e-03  3.0234477e-03
  8.2618164e-05  2.8723737e-04 -9.9777011e-03  1.0020579e-02
 -2.0603002e-03 -4.9118265e-03  2.8093117e-03  1.0557807e-03
 -6.1156983e-03  5.7695787e-03 -2.5284002e-03 -6.2412685e-03
  7.3505463e-03  6.4731170e-03  8.9120725e-03  1.1525769e-03
  5.4901320e-04 -8.1031332e-03  4.7226660e-03  9.4931591e-03
 -8.1991637e-04 -1.7017276e-03 -3.9052407e-03 -3.5699335e-04
 -7.8349952e-03  5.9034601e-03  1.5470455e-03  9.4254855e-03
 -6.4667570e-03 -5.1225699e-03 -6.2497039e-03 -7.4236542e-03
  2.8108321e-03  4.9953572e-03  1.3010796e-03  3.5565959e-03
 -9.5241275e-03 -1.1069743e-03 -7.8806933e-03  3.0683675e-03
 -2.7627845e-03  8.9206621e-03 -3.4494346e-03  6.8651908e-03
  4.1866200e-03  1.3796363e-03  6.4302461e-05  8.1662145e-03
  2.3393142e-03  8.3889235e-03  3.3931688e-03  5.5298456e-03
  5.1750457e-03 -7.6845707e-03 -5.8232839e-03  1.2235938e-03]","tf.Tensor(
[[ 0.06051451 -0.04232406  0.11248298 ... -0.3644315   0.7619403
  -0.16002   ]
 [ 0.4791078  -0.03953688 -0.24806802 ...  0.22546269  0.55572397
  -0.20653081]
 [ 0.69108677  0.60597366  0.51627874 ... -0.07551451  0.5683754
  -1.2733856 ]
 ...
 [ 0.54040056 -0.1165394   0.17728281 ... -0.22167748  0.4260952
  -0.21085766]
 [ 0.5294417  -0.19769682  0.3215774  ... -0.25124055  0.38027263
  -0.18621823]
 [ 0.5630235  -0.3856817   0.30905312 ... -0.09720325  0.35529968
  -0.20984311]], shape=(34, 768), dtype=float32)"
67,67,614595181845839873,1,the white house is lit up rainbow ,"[ 0.00329041 -0.0089272  -0.01735661 -0.01644827  0.00228717  0.0036164
  0.00093827  0.00175122  0.0050072   0.01735219 -0.00606838 -0.00123729
  0.02088444 -0.01487626  0.00368951 -0.01414234 -0.01173504 -0.00106977
  0.01166246 -0.0051062  -0.01072976 -0.00434369 -0.00285197  0.00538525
  0.00156769 -0.0057154  -0.00162068 -0.01430607 -0.00773012 -0.00361686
  0.01395993  0.00941302 -0.00877611 -0.00058591 -0.01539787  0.00760899
 -0.0245624  -0.00086286 -0.01760146 -0.01321231  0.00023722 -0.01123133
  0.02145401  0.00448308  0.00325114 -0.00617829 -0.00354805 -0.01852212
 -0.01799412 -0.00817873 -0.00060664 -0.00424581 -0.00727077 -0.00951263
 -0.00939766 -0.01425931 -0.00141824  0.00274917 -0.00305627 -0.01706564
  0.00394978 -0.00202551  0.01268603  0.00374917 -0.00882893  0.01179859
 -0.00057522  0.00202533 -0.00647503 -0.00528027 -0.01124575  0.01188987
  0.01085249  0.01142341 -0.00149247  0.01013952  0.00943228 -0.00394919
  0.00366029  0.00403897  0.00274372 -0.01238357 -0.02124754  0.00362299
  0.00772892 -0.01181913 -0.00775573  0.00168998  0.01381657 -0.00974757
  0.00236467  0.0062927  -0.01445365  0.01006201 -0.00635603  0.00644739
  0.01178413  0.01183485  0.01022197 -0.01829501]","tf.Tensor(
[[-0.10723599  0.2610871   0.07317919 ... -0.36883003  0.3843624
   0.2510718 ]
 [-0.0882282   0.05244449 -0.25025526 ... -0.22350743  0.8921134
  -0.16300815]
 [-0.04390685  0.04793697  0.15897387 ... -0.33210653  0.19460218
   0.86896724]
 ...
 [ 0.17868534  0.10335144  0.34423    ... -0.02528148  0.3578896
   0.21185833]
 [-0.12888649 -0.13344365  0.33999035 ...  0.23127025  0.614973
  -0.03173945]
 [ 0.181401    0.11237724  0.38576552 ... -0.02930162  0.48922536
   0.19259487]], shape=(34, 768), dtype=float32)"
68,68,654371696195993600,0,colorado mcdonalds offers first marijuana friendly smoking section in restaurant ,"[ 0.00182866  0.00711448  0.00295336 -0.00697227  0.00772935 -0.00612738
  0.00912983  0.00307305 -0.00412098 -0.00470984 -0.004397   -0.00622839
  0.00953088 -0.00265401  0.00779942 -0.00977019  0.00221327 -0.00131432
  0.0075048  -0.00922285  0.00741738 -0.00511508 -0.00610216 -0.00575509
 -0.00343955 -0.00346143 -0.00323861 -0.00755962  0.00067597 -0.00063189
 -0.00166791  0.00374972 -0.00765138 -0.00331883  0.00518922  0.00870169
 -0.00980664  0.00720053  0.00524268 -0.00390999  0.0085935  -0.00934043
  0.0072995   0.00549732  0.00138677 -0.00524629 -0.00422662 -0.00339241
  0.00167736  0.00168     0.00749282  0.01000625  0.00885797 -0.00394619
  0.00966181 -0.00062139  0.00499553  0.00255439 -0.00069851  0.00364647
 -0.00536116 -0.00578337 -0.00759994  0.0019316   0.0064821   0.00094437
  0.00123381  0.00329988  0.0081062  -0.00774674  0.00228348 -0.00745747
  0.00378164  0.00954342  0.00763976  0.00656714  0.00812053  0.00668984
  0.00689604  0.00878178 -0.00504554  0.0092653   0.00505712 -0.00214527
  0.00856241  0.00510951  0.0096278   0.00297932  0.00997283  0.00131633
  0.00920876  0.00366032  0.00659184 -0.00360155  0.00694392  0.00727078
 -0.00205789 -0.00182281  0.00367111 -0.00705251]","tf.Tensor(
[[-0.2802109  -0.02253178  0.07735925 ... -0.51604164  0.11415657
  -0.12372859]
 [ 0.06613839  0.47228765 -0.39161858 ... -0.25796673 -0.3064995
  -0.3301281 ]
 [ 0.29507786  0.7090627   0.18925211 ...  0.0930822   0.3266611
  -0.95023936]
 ...
 [ 0.1080444   0.01694484  0.37272257 ...  0.07204831 -0.00794394
   0.06631795]
 [ 0.12964046 -0.04332382  0.3033519  ...  0.05321757 -0.11593635
   0.03318803]
 [ 0.26908252 -0.02957314  0.32670715 ...  0.04894474 -0.07577096
   0.02253754]], shape=(34, 768), dtype=float32)"
69,69,665358434351509504,0,breaking 1st load of 10000 syrian refugees arrived in new orleans makeamericagreatagain ,"[ 3.76221864e-03  4.00277786e-03 -6.05217693e-03  5.69625339e-03
  5.53113548e-03  2.39259261e-03 -2.31934316e-03  7.19756540e-03
  8.23623687e-03 -5.58907539e-03  4.18398529e-03 -1.31205842e-03
  6.48580911e-03  2.82500149e-03  6.31583203e-03 -7.41028739e-03
 -2.82261032e-03  9.99247772e-04 -3.86522547e-03 -7.88163766e-03
 -2.16327608e-03  4.87735588e-03 -8.47995188e-03  8.59446917e-03
 -7.92761333e-03 -5.86114079e-03  2.89895548e-03 -4.76961868e-04
 -2.68313917e-03 -3.88546236e-04  4.84218635e-03 -1.16767976e-02
 -6.17558835e-04  4.55963425e-03 -5.27363271e-03  7.24264095e-03
  4.16242238e-03  1.12443706e-02 -3.22303222e-03 -8.60319764e-04
  5.81104495e-03 -5.55168791e-03 -5.98565303e-03  1.24102943e-02
  1.75494759e-03 -1.75294131e-02 -3.72590031e-03 -1.08102188e-02
  2.49255332e-03  5.91238542e-03  9.26117692e-03 -1.23147722e-02
  6.68686989e-04 -3.88583937e-03 -1.06240856e-02  7.14135822e-03
  3.78304231e-03 -3.64690810e-03 -6.60669850e-03 -1.17723234e-02
  1.72612758e-03  8.40729009e-03  1.45159187e-02 -5.26263798e-03
 -1.36440033e-02  1.32512571e-02  7.90650956e-04  2.92575685e-04
 -1.51756371e-03 -7.52298348e-03  4.71066264e-03  1.77907955e-03
 -4.35637310e-03  4.74177347e-03  5.75782452e-03  1.08897509e-02
  2.62710429e-03  1.02557559e-02 -1.14121009e-02  5.08824550e-03
 -5.45768440e-03  3.98491696e-03 -2.98645580e-03  1.05738733e-03
 -4.01098747e-03  9.60324146e-03  2.65131635e-03  2.20171118e-04
 -2.46344530e-03  1.12077305e-02 -4.70067794e-03  2.26196321e-03
  4.70268242e-05  8.54337309e-03  1.51199438e-02 -7.25234207e-03
  8.03598203e-03  4.65484482e-04 -7.23038847e-03 -4.94717387e-03]","tf.Tensor(
[[-0.2800042  -0.00780844 -0.01369518 ... -0.40586028  0.06106941
   0.3392856 ]
 [-0.12760626 -0.14950112  0.10922718 ... -0.03486631  0.41182566
  -0.4601385 ]
 [-1.0611234  -0.04111943  0.8673553  ... -0.5339      0.49700594
  -0.71209925]
 ...
 [-0.1803707   0.02989688  0.27099663 ... -0.01219287  0.07184512
  -0.00896859]
 [-0.05475886  0.05139942  0.27593344 ...  0.02395977  0.06892227
  -0.07795999]
 [-0.24783859 -0.11866859  0.13180366 ... -0.03514511  0.1563366
   0.03060692]], shape=(34, 768), dtype=float32)"
70,70,666633171325353989,0,the myth of zouheir a hero muslim security guard in paris via bbctrending ,"[-9.5816366e-03  8.9339437e-03  4.1809552e-03  9.2890114e-03
  6.6640107e-03  2.8880131e-03  9.8706679e-03 -4.4076038e-03
 -6.8413680e-03  4.2093890e-03  3.7998778e-03 -5.7637091e-03
  9.6656056e-03 -3.5473891e-03  9.6209263e-03  8.6048961e-04
 -6.2621925e-03 -1.9731657e-03 -7.3982785e-03 -3.1278897e-03
  1.1290191e-03  9.5383599e-03  9.4527481e-03 -6.6984142e-03
  3.4846950e-03  2.3122216e-03 -2.5521177e-03 -9.2754886e-03
  1.0312792e-03 -8.2117105e-03  6.3641402e-03 -5.8121183e-03
  5.6149922e-03  9.8010618e-03 -2.0787380e-04  4.5403759e-03
 -1.7886939e-03  7.4597849e-03  3.9104554e-03 -9.0372171e-03
 -2.3735256e-03  3.5830827e-03 -8.8088607e-05 -1.1637183e-03
 -1.0341714e-03 -1.6846363e-03  5.8580178e-04  4.1700448e-03
 -4.1908501e-03 -3.7832600e-03 -8.9005960e-05  2.6131934e-04
 -1.8870470e-04 -4.7352514e-03  4.3046200e-03 -2.1729977e-03
  2.1145493e-03  6.3114311e-04  5.9588137e-03 -6.8113133e-03
 -6.8523246e-03 -4.4589392e-03  9.5390594e-03 -1.5473887e-03
 -9.5347669e-03 -4.7391883e-04 -4.4660834e-03  6.0772551e-03
 -9.6531613e-03  2.8409038e-03 -9.3043959e-03  1.2569592e-03
  6.0794032e-03  7.4258870e-03 -7.6081646e-03 -6.0714004e-03
 -6.8056709e-03 -7.8977039e-03 -9.5679127e-03 -2.1681292e-03
 -8.3808351e-04 -7.2842268e-03  6.8062614e-03  1.1871345e-03
  5.8834953e-03  1.4835144e-03  8.0979301e-04 -7.4052187e-03
 -2.1680123e-03  4.3302523e-03 -5.0185304e-03  1.2358197e-03
  2.9341315e-03 -1.5113071e-03  1.0008222e-02  8.4196888e-03
  2.4470938e-03  7.1367784e-03  5.9031988e-03 -5.5496725e-03]","tf.Tensor(
[[ 0.26977965 -0.15877563 -0.15923512 ... -0.22620234  0.4432245
   0.14667016]
 [ 0.4318189   0.06539784 -0.6955982  ...  0.12036287  0.7083988
  -0.17460321]
 [ 0.09280857  0.1828851  -0.35764003 ... -0.2870083   0.12891805
   0.16647668]
 ...
 [-0.455359   -0.28212717  0.08849572 ...  0.10727378  0.4656306
   0.01744796]
 [ 0.03442726 -0.31692395 -0.20302838 ... -0.15768944  0.52096313
  -0.12328576]
 [ 0.12948616 -0.01062013  0.0294559  ... -0.11194415  0.37932202
   0.13236377]], shape=(34, 768), dtype=float32)"
71,71,666070802924617728,0,jindal demands info about refugees entering new orleans ,"[-0.00713289  0.00765658  0.01001692  0.0113765  -0.00780016 -0.00555495
  0.01711315 -0.00367431 -0.00477161 -0.0002338   0.01143472 -0.00089793
  0.00705725 -0.00719136  0.00156206 -0.00073813 -0.01489393 -0.01238844
 -0.0037224  -0.00727849  0.00894173  0.02050589  0.00991787  0.00609899
 -0.00303916  0.00261713 -0.00628233 -0.01347172  0.00241997 -0.01651311
 -0.00583973  0.0009769   0.01687188  0.01117166  0.00088021  0.00513176
 -0.0010405  -0.00197294 -0.00375943 -0.0197189  -0.00840975  0.00945865
  0.00269737 -0.00830669 -0.00193115 -0.01119397 -0.00941859  0.01209469
 -0.00086977  0.00047194 -0.00967148  0.00887393  0.00339774 -0.00187034
  0.01545561 -0.00555948 -0.00015727 -0.00388848  0.00940761 -0.00330539
 -0.00491304 -0.00371951  0.0075132  -0.00358761 -0.00800907 -0.00802746
 -0.01483961  0.01150782 -0.01507988 -0.00326421 -0.00780989  0.00974417
  0.00081549 -0.00174312 -0.00103304 -0.00582305 -0.00526984 -0.0096045
 -0.01405868 -0.00400759  0.00179025 -0.00431773  0.01206232  0.01083401
  0.00036396  0.00936031  0.00717323  0.0015375  -0.01156607  0.01193812
  0.00038229 -0.00041832 -0.00228057  0.00744414  0.01598333  0.00712087
 -0.0102855   0.00419256  0.00846525 -0.00112046]","tf.Tensor(
[[-0.4490298   0.23005238 -0.21394673 ... -0.38824743  0.11128213
   0.21578674]
 [ 1.0194724  -1.1720239   0.06213459 ...  0.3144573   0.8849048
  -1.3172437 ]
 [ 0.45518157 -0.87671256 -0.3031605  ... -0.3628295  -0.2720242
  -0.89595175]
 ...
 [ 0.07019325 -0.11161478  0.2615087  ...  0.25801003 -0.10143203
  -0.08191475]
 [ 0.09991424 -0.16293213  0.17523548 ...  0.20631327 -0.12912673
  -0.08529293]
 [ 0.07035264 -0.10141281  0.17605573 ...  0.10834479 -0.16509926
  -0.26836574]], shape=(34, 768), dtype=float32)"
